no;district;year;agri_year;GDVA_agri_crore;HYV_area_000ha;Rainfall_mm;Temp_C;MCDS_days;Pesticide_MT;NPK_MT;Irrigation_pct;VarCost_Rs;KVK_intensity;KVK_expd;ExtWorker_per1000;PACS_count;APMC_yards;Road_density;AvgHolding_ha;SmallFarmer_share;CropIntensity;Herfindahl;Rainfed_share;FarmIncome_Rs000;ln_GDVA;ln_HYV;ln_Rainfall;TempAnomaly;RainAnomaly;dist_id
236;Raigad;2019;2019-20;1280;99.1;3890;27.3;3;105;29400;0.056;28100;39;14.5;1.28;129;5;1.08;0.66;0.929;1.05;0.801;0.938;81.2;7.154615357;4.596129441;8.266164437;0.31;1.805896233;24
237;Raigad;2020;2020-21;1340;100.4;3420;26.6;5;108;30100;0.059;29400;18;12.8;1.14;127;5;1.1;0.65;0.933;1.04;0.804;0.941;86.2;7.200424893;4.609162207;8.13739583;-0.39;0.906774168;24
238;Raigad;2021;2021-22;1390;100.8;3210;26.8;5;104;29600;0.057;31200;24;15.1;1.09;127;5;1.12;0.64;0.936;1.04;0.806;0.939;89.4;7.237059026;4.613138356;8.074026216;-0.19;0.505038777;24
239;Raigad;2022;2022-23;1440;101.9;3110;26.9;4;98;30400;0.06;32900;41;16.4;1.36;127;5;1.16;0.63;0.94;1.05;0.798;0.933;92.4;7.272398393;4.62399194;8.042378005;-0.09;0.31373621;24
240;Raigad;2023;2023-24;1490;102.4;2850;27.1;10;101;30700;0.061;34800;43;17.5;1.32;127;5;1.2;0.61;0.943;1.03;0.811;0.948;88.5;7.306531399;4.628886713;7.955074273;0.11;-0.183650464;24
241;Ratnagiri;2014;2014-15;1410;71.3;2680;26.4;6;68;14200;0.042;28500;42;18.4;1.42;165;3;0.72;0.84;0.895;1.02;0.785;0.962;78.5;7.251344983;4.266896327;7.893572074;-0.17;-1.025176228;25
242;Ratnagiri;2015;2015-16;1480;66.8;2340;26.6;9;62;13500;0.039;29200;45;19.2;1.38;165;3;0.74;0.83;0.898;1.01;0.788;0.966;82.1;7.299797367;4.201703081;7.757906208;0.03;-1.637759562;25
243;Ratnagiri;2016;2016-17;1690;72.4;3420;26.9;4;72;14800;0.044;31400;46;20.1;1.35;164;3;0.75;0.82;0.902;1.03;0.782;0.96;86.2;7.432483808;4.282206299;8.13739583;0.33;0.308093383;25
244;Ratnagiri;2017;2017-18;1640;68.5;3110;26.5;5;68;14100;0.041;33200;49;21.2;1.51;162;3;0.78;0.8;0.906;1.02;0.78;0.958;90.1;7.402451521;4.226833745;8.042378005;-0.07;-0.250438481;25
245;Ratnagiri;2018;2018-19;1750;69.2;2750;26.6;6;66;14400;0.043;35100;52;22.4;1.46;161;3;0.81;0.79;0.91;1.02;0.783;0.964;94.1;7.467371067;4.237000863;7.919356191;0.03;-0.899056129;25
246;Ratnagiri;2019;2019-20;1710;69.8;4120;26.8;3;68;14600;0.045;37200;56;23.6;1.42;160;3;0.83;0.77;0.913;1.03;0.776;0.954;103.5;7.444248649;4.24563401;8.323608442;0.23;1.569294366;25
247;Ratnagiri;2020;2020-21;1780;70.4;3850;26.2;4;70;14900;0.047;39100;24;20.2;1.28;158;3;0.85;0.76;0.917;1.03;0.778;0.956;108.4;7.484368643;4.254193263;8.255828427;-0.37;1.08283113;25
248;Ratnagiri;2021;2021-22;1840;70.9;3610;26.4;4;66;14500;0.046;41500;32;24.5;1.22;158;3;0.87;0.74;0.921;1.02;0.781;0.955;112.1;7.517520851;4.261270434;8.191463051;-0.17;0.650419364;25
249;Ratnagiri;2022;2022-23;1910;71.5;3490;26.5;4;62;14800;0.048;43800;58;26.8;1.54;158;3;0.91;0.73;0.924;1.03;0.774;0.95;116.5;7.554858521;4.26969745;8.157657015;-0.07;0.434213481;25
250;Ratnagiri;2023;2023-24;1960;72;3120;26.8;8;64;15100;0.049;46200;61;28.4;1.49;159;3;0.94;0.71;0.928;1.02;0.785;0.961;108.4;7.580699752;4.276666119;8.045588281;0.23;-0.232421324;25
251;Sangli;2014;2014-15;4280;236.1;520;25.5;22;390;118500;0.275;58400;61;29.4;0.88;785;8;1.05;1.16;0.804;1.24;0.332;0.702;118.4;8.361708289;5.464255444;6.253828812;-0.22;-0.634215215;26
252;Sangli;2015;2015-16;3980;210.4;390;25.8;31;340;106400;0.242;59100;69;31.6;0.85;784;8;1.07;1.14;0.809;1.18;0.338;0.738;104.2;8.289037098;5.349010481;5.966146739;0.08;-1.54023695;26
253;Sangli;2016;2016-17;5490;252.3;680;26.2;14;460;126200;0.298;64800;64;33;0.81;780;8;1.09;1.13;0.813;1.27;0.326;0.682;128.5;8.610683535;5.530618856;6.522092798;0.48;0.480888459;26
254;Sangli;2017;2017-18;5310;224.7;590;25.6;18;475;121400;0.291;69200;70;34.8;0.99;778;8;1.13;1.1;0.818;1.25;0.322;0.688;134.6;8.577347114;5.414766179;6.380122537;-0.12;-0.146357357;26
255;Sangli;2018;2018-19;5910;235.1;450;25.9;22;496;126800;0.305;73500;76;36.8;0.95;775;8;1.17;1.08;0.822;1.19;0.33;0.724;138.4;8.68440111;5.460010956;6.109247583;0.18;-1.122073072;26
256;Sangli;2019;2019-20;5620;238.4;840;26;10;515;129100;0.312;78100;82;38.8;0.92;772;8;1.21;1.06;0.827;1.31;0.315;0.648;152.9;8.634086943;5.473949935;6.733401892;0.28;1.595992133;26
257;Sangli;2020;2020-21;5980;244.1;760;25.3;12;548;136400;0.328;83200;33;33.2;0.79;770;8;1.24;1.04;0.831;1.29;0.318;0.66;160.4;8.696175847;5.497577977;6.633318433;-0.42;1.038440296;26
258;Sangli;2021;2021-22;6210;241.6;710;25.5;15;524;131500;0.321;89400;46;40.4;0.74;770;8;1.27;1.02;0.836;1.28;0.321;0.667;169.5;8.733916175;5.487283466;6.56526497;-0.22;0.689970398;26
259;Sangli;2022;2022-23;6520;248.5;660;25.6;13;488;137600;0.335;94800;86;44.1;1.03;772;8;1.32;1.01;0.84;1.32;0.312;0.635;185.6;8.782629655;5.515442846;6.492239835;-0.12;0.3415005;26
260;Sangli;2023;2023-24;6710;244.2;510;25.8;26;502;139500;0.331;100200;93;47;0.98;774;8;1.37;0.99;0.845;1.21;0.327;0.715;161.2;8.81135423;5.497987562;6.234410726;0.08;-0.703909194;26
261;Satara;2014;2014-15;4390;212.4;710;24.3;18;285;88400;0.241;41800;52;22.1;1.15;920;10;1.18;0.88;0.886;1.26;0.315;0.684;112.5;8.387084506;5.358471289;6.56526497;-0.19;-0.643293694;27
262;Satara;2015;2015-16;4110;198.5;540;24.5;25;260;81200;0.218;42300;58;23.6;1.11;918;10;1.2;0.86;0.89;1.2;0.321;0.721;98.4;8.321178307;5.2907891;6.29156914;0.01;-1.602591307;27
263;Satara;2016;2016-17;5420;224.1;890;24.9;11;335;94100;0.262;46500;55;24.8;1.08;915;10;1.22;0.85;0.893;1.29;0.309;0.665;121.8;8.597851094;5.412092381;6.791221463;0.41;0.372433191;27
264;Satara;2017;2017-18;5280;205.6;790;24.4;13;320;91500;0.255;49100;61;26.1;1.26;912;10;1.26;0.83;0.897;1.28;0.305;0.67;127.2;8.571681377;5.325932534;6.672032945;-0.09;-0.191859523;27
265;Satara;2018;2018-19;5840;210.8;640;24.6;16;341;94800;0.268;52300;66;27.6;1.22;910;10;1.31;0.82;0.901;1.22;0.312;0.708;131;8.672486076;5.350909817;6.461468176;0.11;-1.038298593;27
266;Satara;2019;2019-20;5590;212.6;1120;24.8;8;350;96200;0.274;55400;71;29.1;1.18;908;10;1.35;0.8;0.904;1.34;0.298;0.631;144.8;8.628734566;5.359412466;7.021083964;0.31;1.670306432;27
267;Satara;2020;2020-21;5920;218.4;1010;24.1;9;372;101400;0.289;58900;29;25;1.04;905;10;1.39;0.79;0.908;1.32;0.301;0.642;151.8;8.686091728;5.386328244;6.91770561;-0.39;1.049584447;27
268;Satara;2021;2021-22;6140;216.5;940;24.3;12;356;97800;0.281;63200;39;30.3;0.99;905;10;1.42;0.77;0.911;1.3;0.304;0.65;160.5;8.722580021;5.377590547;6.845879875;-0.19;0.654579548;27
269;Satara;2022;2022-23;6450;222.1;880;24.4;10;332;102300;0.294;67100;74;33.1;1.3;906;10;1.48;0.76;0.915;1.35;0.295;0.618;175.2;8.77183541;5.403127731;6.779921907;-0.09;0.31600392;27
270;Satara;2023;2023-24;6640;219.5;720;24.6;21;341;103800;0.291;70800;81;35.2;1.25;908;10;1.53;0.74;0.918;1.24;0.311;0.698;154.8;8.800867242;5.391352233;6.579251212;0.11;-0.586864422;27
271;Sindhudurg;2014;2014-15;980;56.4;2840;26.2;5;52;11800;0.068;27400;45;19.5;1.55;120;3;0.68;0.88;0.882;1.04;0.764;0.935;60.5;6.887552572;4.032469159;7.951559331;-0.24;-0.981964794;28
272;Sindhudurg;2015;2015-16;1020;52.1;2410;26.4;8;48;11100;0.062;28100;47;20.4;1.51;120;3;0.69;0.87;0.885;1.03;0.768;0.939;64.5;6.927557906;3.953164949;7.787382026;-0.04;-1.734629431;28
273;Sindhudurg;2016;2016-17;1180;57.2;3610;26.8;3;56;12200;0.071;29800;48;21.3;1.48;119;3;0.71;0.85;0.889;1.05;0.761;0.932;68.2;7.073269717;4.046553898;8.191463051;0.36;0.365830021;28
274;Sindhudurg;2017;2017-18;1140;53.9;3290;26.3;5;52;11700;0.069;31500;51;22.5;1.64;119;3;0.74;0.84;0.893;1.05;0.758;0.93;71.2;7.038783541;3.987130478;8.098642844;-0.14;-0.194292499;28
275;Sindhudurg;2018;2018-19;1210;54.8;2910;26.5;6;51;12000;0.072;33400;55;23.8;1.59;118;3;0.76;0.82;0.896;1.04;0.762;0.937;73.4;7.098375639;4.003690194;7.97590836;0.06;-0.859437993;28
276;Sindhudurg;2019;2019-20;1190;55.2;4310;26.7;3;52;12200;0.074;35400;59;25.1;1.54;118;3;0.78;0.8;0.9;1.06;0.755;0.924;80.5;7.081708586;4.010962953;8.368693183;0.26;1.591098036;28
277;Sindhudurg;2020;2020-21;1230;55.8;3980;26.1;4;54;12400;0.076;37200;26;21.4;1.39;117;3;0.8;0.79;0.904;1.05;0.758;0.926;84.5;7.114769448;4.021773869;8.289037098;-0.34;1.013471686;28
278;Sindhudurg;2021;2021-22;1280;56.1;3750;26.3;3;51;12100;0.075;39400;35;26.1;1.33;117;3;0.82;0.77;0.907;1.05;0.76;0.924;88.2;7.154615357;4.027135813;8.229511119;-0.14;0.610883624;28
279;Sindhudurg;2022;2022-23;1330;56.8;3620;26.4;3;48;12300;0.078;41600;62;28.5;1.68;117;3;0.85;0.76;0.911;1.06;0.753;0.919;90.8;7.192934221;4.039536326;8.194229305;-0.04;0.38333385;28
280;Sindhudurg;2023;2023-24;1360;57.1;3290;26.7;8;49;12500;0.079;43800;64;30.2;1.62;117;3;0.88;0.74;0.914;1.04;0.764;0.932;86.5;7.215239979;4.044804117;8.098642844;0.26;-0.194292499;28
281;Solapur;2014;2014-15;5420;395.2;450;27.4;28;310;98200;0.224;36500;58;24.2;0.74;1150;11;0.98;1.74;0.654;1.21;0.284;0.725;98.2;8.597851094;5.979391966;6.109247583;-0.31;-0.503333803;29
282;Solapur;2015;2015-16;4610;280.4;310;27.8;39;245;81400;0.175;33400;74;27.1;0.7;1148;11;1;1.71;0.66;1.11;0.292;0.782;82.5;8.435983136;5.636217155;5.736572297;0.09;-1.482038421;29
283;Solapur;2016;2016-17;6940;451.2;580;28.2;19;390;108500;0.251;41200;62;27.8;0.67;1145;11;1.02;1.69;0.665;1.25;0.278;0.701;107.4;8.845057054;6.1119107;6.363028104;0.49;0.405463341;29
284;Solapur;2017;2017-18;6710;342.3;510;27.6;24;365;101200;0.234;43500;68;29.3;0.85;1142;11;1.06;1.66;0.671;1.22;0.274;0.708;112.1;8.81135423;5.835687546;6.234410726;-0.11;-0.083888967;29
285;Solapur;2018;2018-19;7430;390.2;340;27.9;31;382;105400;0.248;46200;74;31;0.82;1140;11;1.1;1.63;0.676;1.13;0.286;0.768;114.5;8.913281138;5.966659428;5.828945618;0.19;-1.272316003;29
286;Solapur;2019;2019-20;7110;398.4;740;28;14;398;107200;0.256;48900;79;32.7;0.79;1136;11;1.14;1.6;0.682;1.32;0.265;0.654;127.2;8.869257523;5.987456526;6.606650186;0.29;1.523982904;29
287;Solapur;2020;2020-21;7540;415.2;680;27.3;16;424;114500;0.272;52100;31;28.1;0.66;1132;11;1.17;1.58;0.687;1.29;0.268;0.668;133.2;8.927977461;6.028760332;6.522092798;-0.41;1.104538068;29
288;Solapur;2021;2021-22;7820;402.1;610;27.5;21;406;109200;0.261;56400;44;34.1;0.61;1132;11;1.2;1.55;0.692;1.26;0.272;0.684;140.8;8.964439834;5.996700814;6.413458957;-0.21;0.615185759;29
289;Solapur;2022;2022-23;8210;422.6;590;27.6;18;378;115400;0.278;59800;83;37.3;0.89;1135;11;1.25;1.53;0.697;1.34;0.261;0.624;154.6;9.013108202;6.046426105;6.380122537;-0.11;0.475370814;29
290;Solapur;2023;2023-24;8450;395.4;410;27.8;35;390;117100;0.254;63100;94;39.8;0.84;1138;11;1.3;1.5;0.702;1.15;0.282;0.752;125.4;9.04192172;5.979897911;6.01615716;0.09;-0.782963694;29
291;Thane_Palghar;2014;2014-15;2080;122.6;2150;27.1;8;55015.062;54900.062;0.062;22450;32;12.5;1.12;345;6;0.82;0.94;0.864;1.05;0.742;0.924;127.6;7.640123173;4.808927024;7.673223121;-0.16;-1.107511148;30
292;Thane_Palghar;2015;2015-16;2130;117.7;1980;27.3;12;54308.058;54200.058;0.058;23100;34;13.1;1.1;342;6;0.84;0.92;0.869;1.04;0.745;0.931;135;7.663877259;4.768139014;7.590852124;0.04;-1.468887147;30
293;Thane_Palghar;2016;2016-17;2470;124.6;2840;27.6;5;57924.065;57800.065;0.065;24600;35;13.8;1.08;340;6;0.85;0.91;0.873;1.06;0.738;0.922;143.3;7.81197343;4.825108606;7.951559331;0.34;0.359250257;30
294;Thane_Palghar;2017;2017-18;2430;119.9;2450;27.2;7;58720.063;58600.063;0.063;25800;38;14.6;1.22;338;6;0.88;0.89;0.878;1.06;0.735;0.92;148.9;7.795646536;4.786658062;7.803843304;-0.06;-0.469788798;30
295;Thane_Palghar;2018;2018-19;2590;121.5;2210;27.3;9;60818.066;60700.066;0.066;27200;41;15.4;1.19;332;6;0.91;0.87;0.882;1.05;0.739;0.928;155.2;7.859413155;4.799914263;7.700747795;0.04;-0.979966678;30
296;Thane_Palghar;2019;2019-20;2510;122.7;3450;27.5;4;62920.068;62800.068;0.068;28900;44;16.2;1.16;328;6;0.93;0.85;0.887;1.07;0.732;0.915;169.3;7.828038032;4.809742352;8.14612951;0.24;1.65595237;30
297;Thane_Palghar;2020;2020-21;2610;124.2;3120;26.9;6;65225.071;65100.071;0.071;30500;21;14.1;1.02;325;6;0.95;0.84;0.891;1.06;0.735;0.918;176.7;7.8671055;4.821893169;8.045588281;-0.36;0.954457784;30
298;Thane_Palghar;2021;2021-22;2700;124.7;2980;27.1;6;66622.069;66500.069;0.069;32400;28;16.8;0.98;324;6;0.97;0.82;0.896;1.06;0.738;0.916;184.6;7.901007052;4.825910853;7.999678579;-0.16;0.656854021;30
299;Thane_Palghar;2022;2022-23;2800;126.3;2890;27.2;5;69114.072;69000.072;0.072;34200;46;18.2;1.25;324;6;1.01;0.81;0.9;1.07;0.731;0.911;191.6;7.937374696;4.838660029;7.969011781;-0.06;0.465537316;30
300;Thane_Palghar;2023;2023-24;2880;127.1;2640;27.4;11;71416.074;71300.074;0.074;36100;49;19.4;1.21;325;6;1.04;0.79;0.905;1.05;0.742;0.925;179;7.965545573;4.844974178;7.878534196;0.14;-0.065897976;30
301;Wardha;2014;2014-15;2310;164.8;840;26.8;16;255;62400;0.148;31500;46;18.6;1.02;315;6;0.86;1.65;0.662;1.18;0.424;0.821;82.4;7.745002804;5.104732617;6.733401892;-0.26;-0.49231117;31
302;Wardha;2015;2015-16;1940;151.2;620;27.1;24;225;54100;0.124;29800;54;20.1;0.98;315;6;0.88;1.62;0.667;1.13;0.431;0.854;71.5;7.570443252;5.018603464;6.429719478;0.04;-1.723089094;31
303;Wardha;2016;2016-17;2840;181.4;1040;27.6;11;295;68900;0.169;34900;49;21.1;0.94;314;6;0.9;1.6;0.672;1.22;0.418;0.798;91.2;7.951559331;5.200704538;6.946975992;0.54;0.626577853;31
304;Wardha;2017;2017-18;2710;165.3;910;26.9;14;280;65400;0.161;36800;53;22.2;1.15;312;6;0.94;1.57;0.678;1.21;0.412;0.804;95.4;7.904703914;5.107762005;6.8134446;-0.16;-0.100700012;31
305;Wardha;2018;2018-19;3020;175.4;760;27.2;17;296;68200;0.172;39400;58;23.5;1.11;310;6;0.97;1.54;0.683;1.16;0.428;0.838;97.2;8.01301211;5.16706908;6.633318433;0.14;-0.939866779;31
306;Wardha;2019;2019-20;2810;177.6;1210;27.3;8;305;69400;0.179;41900;63;24.8;1.07;309;6;1;1.51;0.689;1.25;0.405;0.772;108.5;7.940939762;5.179533831;7.098375639;0.24;1.577633522;31
307;Wardha;2020;2020-21;3060;181.4;1110;26.6;9;324;73800;0.191;44600;24;21.3;0.91;307;6;1.03;1.49;0.694;1.23;0.408;0.786;113.2;8.026170195;5.200704538;7.012115294;-0.46;1.01818901;31
308;Wardha;2021;2021-22;3180;179.2;1030;26.9;12;312;71100;0.184;47900;33;25.8;0.86;307;6;1.06;1.46;0.7;1.22;0.412;0.794;119.2;8.064636476;5.188502501;6.937314081;-0.16;0.570633401;31
309;Wardha;2022;2022-23;3340;184.5;970;27;10;290;74800;0.198;50800;66;28.2;1.19;308;6;1.11;1.44;0.705;1.26;0.401;0.764;130.4;8.113726086;5.217649463;6.877296071;-0.06;0.234966695;31
310;Wardha;2023;2023-24;3440;181.6;790;27.2;21;298;76000;0.194;53700;73;30.1;1.14;309;6;1.15;1.42;0.711;1.17;0.422;0.828;111.2;8.14322675;5.201806466;6.672032945;0.14;-0.772033425;31
311;Washim;2014;2014-15;2110;178.5;710;26.6;20;265;68100;0.112;29800;44;17.5;0.91;245;6;0.62;2.05;0.562;1.24;0.432;0.806;70.4;7.654443226;5.184588601;6.56526497;-0.26;-0.48186737;32
312;Washim;2015;2015-16;1690;159.2;520;26.9;29;220;58400;0.091;28200;55;19.2;0.87;245;6;0.63;2.02;0.568;1.18;0.44;0.842;58.5;7.432483808;5.070161273;6.253828812;0.04;-1.67089075;32
313;Washim;2016;2016-17;2640;198.1;890;27.4;14;315;76200;0.131;33200;47;19.8;0.84;244;6;0.65;2;0.573;1.28;0.425;0.782;79.2;7.878534196;5.288771954;6.791221463;0.54;0.644575832;32
314;Washim;2017;2017-18;2510;176.4;780;26.7;17;305;72400;0.124;35100;51;20.9;1.05;242;6;0.68;1.96;0.579;1.26;0.418;0.788;82.4;7.828038032;5.172754144;6.65929392;-0.16;-0.043806125;32
315;Washim;2018;2018-19;2820;192.6;620;27;21;326;75900;0.132;37400;56;22.1;1.01;241;6;0.71;1.93;0.585;1.21;0.436;0.825;84;7.944492164;5.260615499;6.429719478;0.14;-1.045088971;32
316;Washim;2019;2019-20;2620;195.8;1040;27.1;10;336;77100;0.138;39600;61;23.3;0.97;240;6;0.73;1.9;0.591;1.32;0.411;0.754;93.8;7.870929597;5.27709373;6.946975992;0.24;1.583278501;32
317;Washim;2020;2020-21;2880;201.2;940;26.4;11;358;82400;0.149;42100;23;20;0.83;238;6;0.75;1.87;0.596;1.3;0.415;0.768;98.1;7.965545573;5.304299438;6.845879875;-0.46;0.957476722;32
318;Washim;2021;2021-22;2980;198.4;880;26.7;15;344;79200;0.142;45200;32;24.2;0.78;238;6;0.77;1.84;0.602;1.29;0.419;0.775;103.4;7.999678579;5.290285195;6.779921907;-0.16;0.581995654;32
319;Washim;2022;2022-23;3130;205.1;830;26.8;13;320;83500;0.154;47900;64;26.5;1.09;239;6;0.8;1.82;0.608;1.33;0.408;0.745;113.2;8.048788284;5.323497665;6.721425701;-0.06;0.269094765;32
320;Washim;2023;2023-24;3220;201.6;660;27;25;329;84800;0.15;50700;71;28.3;1.04;240;6;0.83;1.79;0.613;1.23;0.43;0.812;95.4;8.077136639;5.306285536;6.492239835;0.14;-0.794768259;32
321;Yavatmal;2014;2014-15;5110;390.2;790;27;18;680;148200;0.135;38400;58;26.2;0.75;465;12;0.79;2.12;0.538;1.15;0.495;0.868;76.2;8.538954683;5.966659428;6.672032945;-0.26;-0.479624985;33
322;Yavatmal;2015;2015-16;4120;345.1;580;27.3;27;590;126400;0.109;35900;76;29.4;0.71;464;12;0.81;2.09;0.544;1.1;0.504;0.902;63.8;8.323608442;5.84383423;6.363028104;0.04;-1.723097168;33
323;Yavatmal;2016;2016-17;6290;424.6;980;27.8;12;795;164100;0.158;43100;62;29.8;0.68;460;12;0.83;2.07;0.549;1.19;0.488;0.845;85.6;8.74671635;6.051147549;6.887552572;0.54;0.645421276;33
324;Yavatmal;2017;2017-18;6010;389.2;860;27.1;15;780;157200;0.149;45400;68;31.4;0.86;458;12;0.86;2.03;0.555;1.18;0.482;0.85;89.2;8.701180028;5.96409335;6.756932389;-0.16;-0.065134257;33
325;Yavatmal;2018;2018-19;6690;410.2;710;27.4;19;812;163500;0.162;48500;75;33.2;0.82;455;12;0.9;2;0.561;1.13;0.501;0.889;90.4;8.808369153;6.016644846;6.56526497;0.14;-0.953328674;33
326;Yavatmal;2019;2019-20;6210;415.2;1140;27.5;9;838;166200;0.169;51500;81;35;0.79;452;12;0.93;1.97;0.567;1.22;0.474;0.821;101.1;8.733916175;6.028760332;7.038783541;0.24;1.592828654;33
327;Yavatmal;2020;2020-21;6780;425.4;1040;26.8;10;892;176400;0.182;54900;31;30.1;0.66;450;12;0.96;1.94;0.572;1.2;0.478;0.834;105.4;8.821732381;6.053029903;6.946975992;-0.46;1.000699043;33
328;Yavatmal;2021;2021-22;7020;420.1;960;27.1;13;856;170100;0.174;59100;44;36.5;0.6;450;12;0.98;1.91;0.578;1.19;0.482;0.841;111.2;8.856518497;6.040492778;6.866933284;-0.16;0.526995354;33
329;Yavatmal;2022;2022-23;7380;431.6;910;27.2;11;798;179200;0.188;62800;85;39.9;0.9;451;12;1.02;1.89;0.584;1.23;0.471;0.812;121.8;8.906528918;6.067499233;6.8134446;-0.06;0.230930548;33
330;Yavatmal;2023;2023-24;7610;425.2;740;27.4;23;820;182100;0.183;66400;96;42.8;0.84;453;12;1.06;1.86;0.589;1.14;0.496;0.882;100.2;8.937218451;6.052559646;6.606650186;0.14;-0.775689791;33
